id	latitude	longitude	gforce	timestamp	maps_link
265	-1.137788	114.627572	1.150	2026-05-03 00:42:30	https://maps.google.com/?q=-1.137788,114.627572
266	-1.140280	114.634692	1.200	2026-05-03 00:44:00	https://maps.google.com/?q=-1.140280,114.634692
267	-1.141611	114.635441	1.090	2026-05-03 00:44:13	https://maps.google.com/?q=-1.141611,114.635441
268	-1.156531	114.649372	1.120	2026-05-03 00:48:27	https://maps.google.com/?q=-1.156531,114.649372
269	-1.157096	114.651320	1.200	2026-05-03 00:48:49	https://maps.google.com/?q=-1.157096,114.651320
270	-1.156573	114.652512	1.110	2026-05-03 00:49:01	https://maps.google.com/?q=-1.156573,114.652512
271	-1.159913	114.671041	1.040	2026-05-03 00:52:28	https://maps.google.com/?q=-1.159913,114.671041
272	-1.163178	114.682263	1.150	2026-05-03 00:54:33	https://maps.google.com/?q=-1.163178,114.682263
273	-1.167816	114.696121	1.160	2026-05-03 00:56:40	https://maps.google.com/?q=-1.167816,114.696121
274	-1.191161	114.748976	1.050	2026-05-03 01:05:42	https://maps.google.com/?q=-1.191161,114.748976
275	-1.204741	114.767219	1.050	2026-05-03 01:10:33	https://maps.google.com/?q=-1.204741,114.767219
276	-1.212836	114.803697	1.190	2026-05-03 01:28:26	https://maps.google.com/?q=-1.212836,114.803697
277	-1.213221	114.803567	1.120	2026-05-03 01:28:36	https://maps.google.com/?q=-1.213221,114.803567
278	-1.213488	114.803328	1.190	2026-05-03 01:28:44	https://maps.google.com/?q=-1.213488,114.803328
279	-1.214322	114.802739	1.180	2026-05-03 01:29:10	https://maps.google.com/?q=-1.214322,114.802739
280	-1.208948	114.790150	1.070	2026-05-03 01:34:24	https://maps.google.com/?q=-1.208948,114.790150
281	-1.208619	114.790195	1.080	2026-05-03 01:34:51	https://maps.google.com/?q=-1.208619,114.790195
282	-1.208729	114.790416	1.120	2026-05-03 01:35:00	https://maps.google.com/?q=-1.208729,114.790416
283	-1.206648	114.769214	1.140	2026-05-03 01:40:39	https://maps.google.com/?q=-1.206648,114.769214
284	-1.206449	114.768655	0.940	2026-05-03 01:40:45	https://maps.google.com/?q=-1.206449,114.768655
285	-1.172353	114.708533	1.120	2026-05-03 01:52:45	https://maps.google.com/?q=-1.172353,114.708533
286	-1.168492	114.698101	1.190	2026-05-03 01:54:15	https://maps.google.com/?q=-1.168492,114.698101
287	-1.159909	114.670668	1.190	2026-05-03 01:58:31	https://maps.google.com/?q=-1.159909,114.670668
288	-1.155482	114.660314	1.110	2026-05-03 02:00:16	https://maps.google.com/?q=-1.155482,114.660314
289	-1.155569	114.653948	0.990	2026-05-03 02:01:10	https://maps.google.com/?q=-1.155569,114.653948
290	-1.155384	114.644093	0.920	2026-05-03 02:02:42	https://maps.google.com/?q=-1.155384,114.644093
291	-1.154186	114.642572	1.180	2026-05-03 02:03:02	https://maps.google.com/?q=-1.154186,114.642572
292	-1.151658	114.639275	1.140	2026-05-03 02:04:04	https://maps.google.com/?q=-1.151658,114.639275
293	-1.139499	114.632413	1.030	2026-05-03 02:06:19	https://maps.google.com/?q=-1.139499,114.632413
294	-1.133633	114.615741	1.110	2026-05-03 02:29:58	https://maps.google.com/?q=-1.133633,114.615741
